subject	rt	item_type	name	item	sentence	gender	response_type	response	slide_number_in_experiment	screenW	screenH	OS	Browser	language	enjoyment	gender	age	comments	asses	eDucation	time_in_minutes
57	34321	vermutlich	Katharina	abendessen	Das Abendessen ist vermutlich fertig geworden.	F	evidence	evidence3	5	1366	768	Windows	Firefox	deutsch	2	Female	50		Confused	1	2.870433333
57	23652	wohl	Sarah	kaffee	Der Kaffee ist wohl kalt geworden.	F	speakerbelief	0.99	6	1366	768	Windows	Firefox	deutsch	2	Female	50		Confused	1	2.870433333
57	23652	wohl	Sarah	kaffee	Der Kaffee ist wohl kalt geworden.	F	evidence	evidence1	6	1366	768	Windows	Firefox	deutsch	2	Female	50		Confused	1	2.870433333
58	49607	vermutlich	Eva	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	speakerbelief	0.91	3	1600	900	Linux	Firefox	Deutsch	1	Male	51		Confused	1	3.0723
58	49607	vermutlich	Eva	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	evidence	evidence3	3	1600	900	Linux	Firefox	Deutsch	1	Male	51		Confused	1	3.0723
58	37762	muss	Maria	regen	Es muss geregnet haben.	F	speakerbelief	0.65	4	1600	900	Linux	Firefox	Deutsch	1	Male	51		Confused	1	3.0723
58	37762	muss	Maria	regen	Es muss geregnet haben.	F	evidence	evidence3	4	1600	900	Linux	Firefox	Deutsch	1	Male	51		Confused	1	3.0723
58	28746	wohl	Tim	abendessen	Das Abendessen ist wohl fertig geworden.	M	speakerbelief	0.47	5	1600	900	Linux	Firefox	Deutsch	1	Male	51		Confused	1	3.0723
58	28746	wohl	Tim	abendessen	Das Abendessen ist wohl fertig geworden.	M	evidence	evidence4	5	1600	900	Linux	Firefox	Deutsch	1	Male	51		Confused	1	3.0723
58	26123	bare	Robert	hund	Der Nachbarshund hat gebellt.	M	speakerbelief	0.95	6	1600	900	Linux	Firefox	Deutsch	1	Male	51		Confused	1	3.0723
58	26123	bare	Robert	hund	Der Nachbarshund hat gebellt.	M	evidence	evidence2	6	1600	900	Linux	Firefox	Deutsch	1	Male	51		Confused	1	3.0723
59	70336	wohl	Mario	regen	Es hat wohl geregnet.	M	speakerbelief	0.48	3	1280	1024	Windows	Firefox	deutsch	2	Male	40		Yes	1	5.978216667
59	70336	wohl	Mario	regen	Es hat wohl geregnet.	M	evidence	evidence3	3	1280	1024	Windows	Firefox	deutsch	2	Male	40		Yes	1	5.978216667
59	34486	muss	Benjamin	abendessen	Das Abendessen muss fertig geworden sein.	M	speakerbelief	0.49	4	1280	1024	Windows	Firefox	deutsch	2	Male	40		Yes	1	5.978216667
59	34486	muss	Benjamin	abendessen	Das Abendessen muss fertig geworden sein.	M	evidence	evidence2	4	1280	1024	Windows	Firefox	deutsch	2	Male	40		Yes	1	5.978216667
59	26707	bare	Caroline	kaffee	Der Kaffee ist kalt geworden.	F	speakerbelief	0.5	5	1280	1024	Windows	Firefox	deutsch	2	Male	40		Yes	1	5.978216667
59	26707	bare	Caroline	kaffee	Der Kaffee ist kalt geworden.	F	evidence	evidence2	5	1280	1024	Windows	Firefox	deutsch	2	Male	40		Yes	1	5.978216667
59	119150	vermutlich	Kathrin	hund	Der Nachbarshund hat vermutlich gebellt.	F	speakerbelief	0.51	6	1280	1024	Windows	Firefox	deutsch	2	Male	40		Yes	1	5.978216667
59	119150	vermutlich	Kathrin	hund	Der Nachbarshund hat vermutlich gebellt.	F	evidence	evidence4	6	1280	1024	Windows	Firefox	deutsch	2	Male	40		Yes	1	5.978216667
60	18833	vermutlich	Nicole	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	speakerbelief	0.98	3	1366	768	Windows	Firefox	deutsch	2	Female	50		Yes	1	2.4387
60	18833	vermutlich	Nicole	kaffee	Der Kaffee ist vermutlich kalt geworden.	F	evidence	evidence1	3	1366	768	Windows	Firefox	deutsch	2	Female	50		Yes	1	2.4387
60	29442	muss	Melissa	hund	Der Nachbarshund muss gebellt haben.	F	speakerbelief	0.99	4	1366	768	Windows	Firefox	deutsch	2	Female	50		Yes	1	2.4387
60	29442	muss	Melissa	hund	Der Nachbarshund muss gebellt haben.	F	evidence	evidence4	4	1366	768	Windows	Firefox	deutsch	2	Female	50		Yes	1	2.4387
60	27675	wohl	Georg	abendessen	Das Abendessen ist wohl fertig geworden.	M	speakerbelief	0.97	5	1366	768	Windows	Firefox	deutsch	2	Female	50		Yes	1	2.4387
60	27675	wohl	Georg	abendessen	Das Abendessen ist wohl fertig geworden.	M	evidence	evidence3	5	1366	768	Windows	Firefox	deutsch	2	Female	50		Yes	1	2.4387
60	31012	bare	Michelle	regen	Es hat geregnet.	F	speakerbelief	0.98	6	1366	768	Windows	Firefox	deutsch	2	Female	50		Yes	1	2.4387
60	31012	bare	Michelle	regen	Es hat geregnet.	F	evidence	evidence2	6	1366	768	Windows	Firefox	deutsch	2	Female	50		Yes	1	2.4387
61	16263	vermutlich	Daniel	hund	Der Nachbarshund hat vermutlich gebellt.	M	speakerbelief	0.98	3	1366	768	Windows	Firefox	deutsch	2	Female	50		Yes	1	1.264166667
61	16264	vermutlich	Daniel	hund	Der Nachbarshund hat vermutlich gebellt.	M	evidence	evidence2	3	1366	768	Windows	Firefox	deutsch	2	Female	50		Yes	1	1.264166667
61	13953	muss	Melissa	regen	Es muss geregnet haben.	F	speakerbelief	1	4	1366	768	Windows	Firefox	deutsch	2	Female	50		Yes	1	1.264166667
61	13953	muss	Melissa	regen	Es muss geregnet haben.	F	evidence	evidence2	4	1366	768	Windows	Firefox	deutsch	2	Female	50		Yes	1	1.264166667
61	12633	bare	Mark	kaffee	Der Kaffee ist kalt geworden.	M	speakerbelief	0.98	5	1366	768	Windows	Firefox	deutsch	2	Female	50		Yes	1	1.264166667
61	12633	bare	Mark	kaffee	Der Kaffee ist kalt geworden.	M	evidence	evidence1	5	1366	768	Windows	Firefox	deutsch	2	Female	50		Yes	1	1.264166667
61	11163	wohl	Emilia	abendessen	Das Abendessen ist wohl fertig geworden.	F	speakerbelief	0.98	6	1366	768	Windows	Firefox	deutsch	2	Female	50		Yes	1	1.264166667
61	11163	wohl	Emilia	abendessen	Das Abendessen ist wohl fertig geworden.	F	evidence	evidence3	6	1366	768	Windows	Firefox	deutsch	2	Female	50		Yes	1	1.264166667
